32356,3
-1.08602701290597e-05,1.55268895063797e-06,1.98991705358481e-05
-1.08602701281123e-05,1.55268894953592e-06,1.98991705358496e-05
-1.08602701070451e-05,1.55268897373656e-06,1.98991706992944e-05
-1.08602701073202e-05,1.55268898102024e-06,1.98991706992847e-05
-1.08602700828564e-05,1.55268899358363e-06,1.9899170879824e-05
-1.08602700655662e-05,1.55268898974356e-06,1.98991708800973e-05
-1.08602700706969e-05,1.5526889947783e-06,1.9899170880039e-05
-1.08602700622378e-05,1.55268900086104e-06,1.98991710158445e-05
-1.08602700611013e-05,1.55268897792238e-06,1.98991710158678e-05
-1.08602700534995e-05,1.55268894791435e-06,1.98991710159416e-05
-1.08602700392581e-05,1.55268891491092e-06,1.98991710160174e-05
-1.0860270049217e-05,1.55268891360326e-06,1.98991711300985e-05
-1.08602700489988e-05,1.55268889197262e-06,1.98991711301211e-05
-1.08602700011882e-05,1.55268886767283e-06,1.98991711176691e-05
-1.08602699580823e-05,1.55268887538503e-06,1.98991711183315e-05
-1.08602699378477e-05,1.55268889431167e-06,1.98991711185156e-05
-1.08602699224794e-05,1.55268889816859e-06,1.98991711562311e-05
-1.08602699165535e-05,1.55268889054139e-06,1.98991711563216e-05
-1.08602699248964e-05,1.55268889298548e-06,1.98991711562492e-05
-1.08602699250251e-05,1.55268887771501e-06,1.98991712829775e-05
-1.0860269917415e-05,1.5526888600191e-06,1.98991712830863e-05
-1.08602699124687e-05,1.55268884821245e-06,1.98991712831276e-05
-1.08602699040307e-05,1.55268885561903e-06,1.98991713560103e-05
-1.08602699128656e-05,1.55268887469031e-06,1.98991713558385e-05
-1.08602699160397e-05,1.55268888427544e-06,1.98991713557937e-05
-1.08602699195823e-05,1.5526888800465e-06,1.98991713557798e-05
-1.0860269937415e-05,1.55268889131225e-06,1.98991716134337e-05
-1.08602699234968e-05,1.55268889917633e-06,1.98991716136076e-05
-1.08602698780919e-05,1.55268891065152e-06,1.98991717151633e-05
-1.08602698561595e-05,1.55268892228316e-06,1.98991717155103e-05
-1.08602698396612e-05,1.55268891604558e-06,1.98991717156881e-05
-1.08602698233924e-05,1.5526889093467e-06,1.98991717157838e-05
-1.08602698428114e-05,1.5526889140387e-06,1.98991719335865e-05
-1.08602698607146e-05,1.5526888965442e-06,1.98991719333363e-05
-1.0860269857557e-05,1.55268886385677e-06,1.98991719333697e-05
-1.08602698461672e-05,1.55268886175267e-06,1.98991721387575e-05
-1.0860269848809e-05,1.55268887147547e-06,1.9899172138713e-05
-1.08602698388469e-05,1.5526888740523e-06,1.98991721388014e-05
-1.08602698305655e-05,1.55268887908055e-06,1.98991722918332e-05
-1.08602698357884e-05,1.55268887428577e-06,1.98991722917521e-05
-1.08602698200831e-05,1.55268888605928e-06,1.98991723555146e-05
-1.08602697905646e-05,1.55268890140202e-06,1.98991723560151e-05
-1.08602697774808e-05,1.55268891484158e-06,1.98991723561499e-05
-1.08602697905039e-05,1.5526889241304e-06,1.98991725159087e-05
-1.0860269796391e-05,1.5526889301208e-06,1.98991725158151e-05
-1.08602697880145e-05,1.55268894500406e-06,1.98991725158973e-05
-1.08602697919972e-05,1.55268896729324e-06,1.98991727178792e-05
-1.08602697929739e-05,1.55268896112075e-06,1.98991727178642e-05
-1.08602697747294e-05,1.55268894055297e-06,1.98991727180612e-05
-1.08602697522194e-05,1.55268891712709e-06,1.98991727182123e-05
-1.08602697297008e-05,1.55268890230722e-06,1.98991728545084e-05
-1.08602697045831e-05,1.5526889068621e-06,1.98991728549267e-05
-1.08602696981711e-05,1.55268892383159e-06,1.98991728549965e-05
-1.08602697052688e-05,1.55268893632124e-06,1.98991729555407e-05
-1.08602697102139e-05,1.55268893885951e-06,1.98991729554529e-05
-1.08602697048033e-05,1.55268896227842e-06,1.98991731625698e-05
-1.08602696952268e-05,1.55268897965428e-06,1.9899173162752e-05
-1.08602697002694e-05,1.55268899054024e-06,1.98991731626962e-05
-1.08602696978449e-05,1.55268899248853e-06,1.98991731627163e-05
-1.08602696719102e-05,1.55268897738428e-06,1.98991732338179e-05
-1.08602696480683e-05,1.55268894864963e-06,1.98991732342071e-05
-1.08602696479991e-05,1.55268894429319e-06,1.9899173379247e-05
-1.08602696283116e-05,1.55268894480313e-06,1.9899173379611e-05
-1.08602696018951e-05,1.5526889453204e-06,1.98991733799085e-05
-1.08602695922052e-05,1.55268895273433e-06,1.98991735239276e-05
-1.08602695865789e-05,1.55268895897479e-06,1.98991735240376e-05
-1.08602695962642e-05,1.55268895342268e-06,1.9899173523936e-05
-1.08602696077042e-05,1.55268895578163e-06,1.98991736741894e-05
-1.08602696151551e-05,1.55268896984126e-06,1.98991736740618e-05
-1.08602695942324e-05,1.55268897958937e-06,1.98991736742779e-05
-1.08602695406512e-05,1.55268898587409e-06,1.98991737921611e-05
-1.08602695114771e-05,1.55268897689153e-06,1.98991737926491e-05
-1.08602695104194e-05,1.55268896889211e-06,1.98991737926607e-05
-1.08602695015035e-05,1.5526889670169e-06,1.98991739908251e-05
-1.08602694815357e-05,1.5526889625779e-06,1.9899173991163e-05
-1.08602694614227e-05,1.55268896644366e-06,1.98991739913638e-05
-1.08602694286347e-05,1.55268896683841e-06,1.98991741261323e-05
-1.08602693862916e-05,1.55268897677126e-06,1.98991741268334e-05
-1.08602693439413e-05,1.55268898936267e-06,1.98991741272575e-05
-1.08602693014997e-05,1.55268900294023e-06,1.98991742869945e-05
-1.08602692937605e-05,1.55268899078132e-06,1.98991742871245e-05
-1.08602692960784e-05,1.55268897307575e-06,1.98991742870981e-05
-1.08602692729207e-05,1.55268895407371e-06,1.98991742872276e-05
-1.08602692530913e-05,1.55268895132524e-06,1.98991745236872e-05
-1.08602692425009e-05,1.55268895578433e-06,1.98991745238336e-05
-1.08602692326814e-05,1.55268895917322e-06,1.98991746570961e-05
-1.08602692229373e-05,1.55268894410226e-06,1.98991746572939e-05
-1.08602692148874e-05,1.55268893665112e-06,1.98991746573833e-05
-1.08602692177711e-05,1.55268893881569e-06,1.98991748085529e-05
-1.08602692142606e-05,1.55268893650441e-06,1.98991748085918e-05
-1.08602691905763e-05,1.55268893760729e-06,1.98991748087878e-05
-1.08602691829965e-05,1.55268893310358e-06,1.98991748088271e-05
-1.08602692006702e-05,1.55268894985647e-06,1.98991749994432e-05
-1.08602692110058e-05,1.55268896264466e-06,1.98991749993059e-05
-1.08602692105332e-05,1.55268895530678e-06,1.98991749992846e-05
-1.08602692059355e-05,1.55268895491472e-06,1.98991751254679e-05
-1.08602691906157e-05,1.55268894289769e-06,1.98991751257064e-05
-1.08602691889523e-05,1.5526889463588e-06,1.98991752730155e-05
-1.08602692070979e-05,1.55268893754744e-06,1.98991752727057e-05
-1.08602691984181e-05,1.55268892325176e-06,1.989917527277e-05
-1.08602691697726e-05,1.55268892436112e-06,1.98991753857228e-05
-1.0860269150483e-05,1.55268892932987e-06,1.98991753859976e-05
-1.08602691436839e-05,1.55268893713735e-06,1.98991753860419e-05
-1.08602691612584e-05,1.55268896392314e-06,1.98991754325978e-05
-1.08602691593241e-05,1.55268898434814e-06,1.98991754326674e-05
-1.08602691405872e-05,1.55268900249681e-06,1.98991754328447e-05
-1.08602691478049e-05,1.5526890141758e-06,1.98991754964803e-05
-1.08602691332179e-05,1.55268900631513e-06,1.98991754967393e-05
-1.08602691250188e-05,1.55268900588372e-06,1.98991754968253e-05
-1.08602691269672e-05,1.55268901084862e-06,1.98991756262547e-05
-1.08602691183524e-05,1.55268900600735e-06,1.98991756263715e-05
-1.08602690809179e-05,1.55268902417689e-06,1.98991756266666e-05
-1.08602690276795e-05,1.55268903911814e-06,1.9899175626929e-05
-1.08602689878118e-05,1.55268906513356e-06,1.98991756862394e-05
-1.08602689527396e-05,1.55268908140965e-06,1.9899175686678e-05
-1.08602689467523e-05,1.55268907141423e-06,1.98991756867188e-05
-1.08602689543607e-05,1.55268905430055e-06,1.98991757975044e-05
-1.08602689363543e-05,1.55268903739934e-06,1.98991757977089e-05
-1.08602688871052e-05,1.55268904799726e-06,1.98991757981287e-05
-1.08602688662756e-05,1.55268905872761e-06,1.9899175946315e-05
-1.08602688713242e-05,1.55268906339495e-06,1.98991759462657e-05
-1.08602688744383e-05,1.55268906350316e-06,1.98991759462319e-05
-1.08602688623941e-05,1.55268908144125e-06,1.98991760966133e-05
-1.08602688382281e-05,1.55268908861779e-06,1.98991760969461e-05
-1.08602688087126e-05,1.55268906941572e-06,1.98991760971731e-05
-1.0860268786639e-05,1.55268906361077e-06,1.98991762036332e-05
-1.08602687590712e-05,1.55268906331378e-06,1.98991762040327e-05
-1.08602687244326e-05,1.55268906550967e-06,1.98991762043427e-05
-1.0860268711241e-05,1.55268908423637e-06,1.98991763554983e-05
-1.08602687104477e-05,1.55268907687065e-06,1.98991763554628e-05
-1.08602686990259e-05,1.55268906243944e-06,1.98991764896564e-05
-1.08602686921573e-05,1.5526890763743e-06,1.98991764898252e-05
-1.08602686941147e-05,1.55268909393164e-06,1.98991764898401e-05
-1.08602686851045e-05,1.55268911035391e-06,1.98991765545588e-05
-1.08602686773629e-05,1.55268912775288e-06,1.98991765546777e-05
-1.08602686678446e-05,1.55268912455223e-06,1.98991765547562e-05
-1.08602686598851e-05,1.552689127056e-06,1.98991765547993e-05
-1.08602686588739e-05,1.55268912758596e-06,1.98991766278103e-05
-1.08602686514014e-05,1.55268911158628e-06,1.98991766278644e-05
-1.08602686487508e-05,1.55268912514253e-06,1.98991766278777e-05
-1.08602686478212e-05,1.55268915068798e-06,1.98991768089765e-05
-1.08602686430615e-05,1.55268915031207e-06,1.98991768090609e-05
-1.08602686088788e-05,1.55268917786424e-06,1.98991768447157e-05
-1.08602685483123e-05,1.55268918226146e-06,1.98991768456154e-05
-1.0860268505967e-05,1.55268917359135e-06,1.9899176845989e-05
-1.08602684942207e-05,1.55268918389875e-06,1.98991770437408e-05
-1.08602685095397e-05,1.55268919874089e-06,1.98991770435697e-05
-1.08602685327291e-05,1.55268921613521e-06,1.98991770433953e-05
-1.08602685264471e-05,1.55268922459107e-06,1.98991770434283e-05
-1.0860268500734e-05,1.5526892333704e-06,1.98991771159739e-05
-1.08602684918281e-05,1.5526892178237e-06,1.98991771160726e-05
-1.08602684780264e-05,1.55268921952538e-06,1.98991773605102e-05
-1.08602684436799e-05,1.55268921027465e-06,1.9899177360995e-05
-1.08602684162376e-05,1.5526891893049e-06,1.98991773612301e-05
-1.08602684239951e-05,1.5526891875097e-06,1.98991774409913e-05
-1.0860268431703e-05,1.55268919639055e-06,1.98991774408725e-05
-1.08602684196122e-05,1.55268920279907e-06,1.98991774409772e-05
-1.08602684023727e-05,1.55268920728163e-06,1.98991777209437e-05
-1.08602684078671e-05,1.55268921426159e-06,1.98991777208824e-05
-1.08602684121962e-05,1.55268922871266e-06,1.98991777208637e-05
-1.08602683940513e-05,1.55268922920137e-06,1.98991777923199e-05
-1.08602683676952e-05,1.55268922073368e-06,1.98991777926368e-05
-1.08602683345625e-05,1.55268920543422e-06,1.98991777928662e-05
-1.08602683016143e-05,1.55268919568715e-06,1.98991779486665e-05
-1.08602682799336e-05,1.55268917983911e-06,1.98991779489357e-05
-1.0860268293276e-05,1.55268913995488e-06,1.98991779488273e-05
-1.08602683037295e-05,1.55268911743501e-06,1.98991780416674e-05
-1.08602682919916e-05,1.55268910556776e-06,1.98991780417928e-05
-1.08602682828575e-05,1.5526890914021e-06,1.98991780418661e-05
-1.08602682681601e-05,1.55268909993594e-06,1.9899178257775e-05
-1.08602682451446e-05,1.55268910740525e-06,1.98991782581109e-05
-1.08602682355429e-05,1.55268911466393e-06,1.9899178258206e-05
-1.08602682371859e-05,1.55268914566594e-06,1.98991784054899e-05
-1.0860268206858e-05,1.55268915686455e-06,1.98991784059045e-05
-1.08602681630537e-05,1.55268914868047e-06,1.98991784062806e-05
-1.08602681319718e-05,1.55268916107129e-06,1.98991785692259e-05
-1.08602681143479e-05,1.55268915830322e-06,1.98991785694816e-05
-1.08602681372358e-05,1.55268913937033e-06,1.98991785692801e-05
-1.08602681675977e-05,1.55268913892924e-06,1.98991785945069e-05
-1.08602681657321e-05,1.55268915828259e-06,1.98991785945891e-05
-1.08602681343217e-05,1.55268917883339e-06,1.98991785948864e-05
-1.08602680870651e-05,1.55268918595333e-06,1.98991786388525e-05
-1.08602680850638e-05,1.55268919938604e-06,1.98991786388821e-05
-1.08602681083134e-05,1.55268922566936e-06,1.98991786386576e-05
-1.08602681201186e-05,1.55268924832592e-06,1.98991787131961e-05
-1.08602681163158e-05,1.55268926948524e-06,1.98991787132254e-05
-1.08602680727946e-05,1.55268928042262e-06,1.98991787136061e-05
-1.08602680560384e-05,1.55268928031235e-06,1.98991787136998e-05
-1.08602680668123e-05,1.55268928153886e-06,1.98991787429708e-05
-1.08602680787236e-05,1.55268925904689e-06,1.98991787428066e-05
-1.08602681024174e-05,1.55268926309653e-06,1.98991789701483e-05
-1.08602681086849e-05,1.5526892721132e-06,1.98991789700723e-05
-1.08602680889289e-05,1.55268929362052e-06,1.98991789702326e-05
-1.08602680368861e-05,1.55268933452815e-06,1.98991791651192e-05
-1.08602679842909e-05,1.55268934454815e-06,1.98991791657498e-05
-1.08602679712114e-05,1.55268934171349e-06,1.98991791658441e-05
-1.08602679569752e-05,1.55268933574344e-06,1.98991793249128e-05
-1.08602679456789e-05,1.55268933739501e-06,1.98991793250578e-05
-1.08602679340802e-05,1.55268935016388e-06,1.98991793251518e-05
-1.0860267904547e-05,1.55268935171893e-06,1.98991793252736e-05
-1.08602678735325e-05,1.55268938684822e-06,1.98991794369566e-05
-1.08602678398026e-05,1.55268940526595e-06,1.98991794373636e-05
-1.08602678338349e-05,1.55268940200071e-06,1.98991796256179e-05
-1.08602678475858e-05,1.55268938528623e-06,1.98991796254498e-05
-1.08602678406365e-05,1.55268937257862e-06,1.9899179625517e-05
-1.08602677942532e-05,1.55268937131455e-06,1.98991797501404e-05
-1.08602677763046e-05,1.55268935786036e-06,1.98991797503182e-05
-1.08602677710394e-05,1.55268934876049e-06,1.98991797503376e-05
-1.08602677282725e-05,1.5526893564976e-06,1.98991798514806e-05
-1.08602677321103e-05,1.55268934711864e-06,1.98991798514415e-05
-1.08602677519341e-05,1.55268935348927e-06,1.98991798512986e-05
-1.08602677690426e-05,1.55268938172651e-06,1.98991799302008e-05
-1.08602677721877e-05,1.55268938421765e-06,1.98991799301462e-05
-1.08602677394241e-05,1.55268937305736e-06,1.98991799303565e-05
-1.08602677180951e-05,1.55268936853391e-06,1.98991799304498e-05
-1.08602677283486e-05,1.55268937331597e-06,1.9899180074162e-05
-1.08602677503761e-05,1.55268936557151e-06,1.98991800739098e-05
-1.0860267750855e-05,1.55268935378098e-06,1.9899180211756e-05
-1.08602677294586e-05,1.5526893358961e-06,1.98991802119804e-05
-1.0860267714479e-05,1.55268931773138e-06,1.9899180212068e-05
-1.08602676973854e-05,1.55268932400652e-06,1.98991803582864e-05
-1.08602676720948e-05,1.55268931900676e-06,1.98991803585647e-05
-1.08602676676171e-05,1.55268932965539e-06,1.98991803585947e-05
-1.08602676768308e-05,1.55268935148298e-06,1.98991803585687e-05
-1.08602676919779e-05,1.5526893645847e-06,1.98991804179242e-05
-1.08602676901449e-05,1.55268934967739e-06,1.98991804179085e-05
-1.08602676563158e-05,1.55268934021783e-06,1.98991805506764e-05
-1.0860267622273e-05,1.55268934177553e-06,1.98991805511816e-05
-1.0860267574644e-05,1.55268931737161e-06,1.98991805515551e-05
-1.08602675263544e-05,1.55268932447627e-06,1.98991806754242e-05
-1.08602674692155e-05,1.55268934737801e-06,1.9899180676243e-05
-1.08602674243019e-05,1.5526893426523e-06,1.98991806765928e-05
-1.08602674257514e-05,1.55268934616587e-06,1.98991806765913e-05
-1.08602674377571e-05,1.55268936711699e-06,1.98991808056385e-05
-1.08602674561776e-05,1.55268938005615e-06,1.98991808054747e-05
-1.08602674736979e-05,1.55268940532921e-06,1.98991809590404e-05
-1.08602674731554e-05,1.55268941851735e-06,1.98991809590814e-05
-1.08602674521292e-05,1.5526894272517e-06,1.98991809592495e-05
-1.08602674194377e-05,1.55268943790297e-06,1.98991811995967e-05
-1.08602673962207e-05,1.55268944720162e-06,1.98991811998685e-05
-1.08602673726296e-05,1.55268945374892e-06,1.98991812000513e-05
-1.08602673363565e-05,1.55268944437197e-06,1.98991814256053e-05
-1.08602673203562e-05,1.55268942171472e-06,1.98991814257213e-05
-1.08602672951521e-05,1.55268940973739e-06,1.98991814258682e-05
-1.08602672515189e-05,1.55268941256043e-06,1.98991814260495e-05
-1.08602672229147e-05,1.55268942523175e-06,1.98991816071944e-05
-1.0860267213585e-05,1.55268943108811e-06,1.98991816073072e-05
-1.08602671972878e-05,1.55268942086542e-06,1.98991816074077e-05
-1.08602671820485e-05,1.55268942510249e-06,1.98991818086349e-05
-1.08602671499122e-05,1.55268944722031e-06,1.98991818090612e-05
-1.08602671248592e-05,1.55268946440779e-06,1.98991819469678e-05
-1.08602671330839e-05,1.55268946635221e-06,1.98991819468463e-05
-1.08602670945981e-05,1.55268947805276e-06,1.98991819471654e-05
-1.08602670374735e-05,1.55268949708322e-06,1.98991819801628e-05
-1.08602670070901e-05,1.5526895165023e-06,1.98991819805501e-05
-1.08602669868792e-05,1.55268951159704e-06,1.98991819806811e-05
-1.08602669802155e-05,1.55268948256084e-06,1.98991819806821e-05
-1.08602669496917e-05,1.5526894736735e-06,1.98991820798902e-05
-1.08602668987413e-05,1.55268948106956e-06,1.98991820804379e-05
-1.08602668776858e-05,1.55268949359781e-06,1.98991822110331e-05
-1.08602668837346e-05,1.55268949786106e-06,1.98991822109736e-05
-1.08602668650561e-05,1.55268951053726e-06,1.98991822111487e-05
-1.0860266835281e-05,1.55268954486304e-06,1.98991822722992e-05
-1.08602668071687e-05,1.5526895557689e-06,1.98991822726728e-05
-1.08602667569503e-05,1.55268953074457e-06,1.98991822730041e-05
-1.08602667126216e-05,1.55268951405407e-06,1.98991822731825e-05
-1.08602666800891e-05,1.55268952837122e-06,1.9899182402509e-05
-1.08602666654857e-05,1.55268953032864e-06,1.98991824026615e-05
-1.08602666489564e-05,1.55268954511433e-06,1.98991824027846e-05
-1.08602666372654e-05,1.55268956629405e-06,1.9899182565463e-05
-1.08602666364603e-05,1.55268956306582e-06,1.98991825654578e-05
-1.08602666431884e-05,1.55268956795345e-06,1.98991827332013e-05
-1.08602666477254e-05,1.55268956028323e-06,1.98991827331341e-05
-1.08602666323793e-05,1.55268956497583e-06,1.98991827332623e-05
-1.08602666016565e-05,1.55268957711065e-06,1.98991828800769e-05
-1.08602665830665e-05,1.55268956509865e-06,1.98991828802616e-05
-1.08602665936876e-05,1.55268954909915e-06,1.98991828801711e-05
-1.08602665850271e-05,1.55268953788704e-06,1.98991829529852e-05
-1.08602665788779e-05,1.55268951678373e-06,1.98991829530228e-05
-1.08602665587883e-05,1.55268950631299e-06,1.98991829531503e-05
-1.08602665164837e-05,1.55268953002425e-06,1.9899183058639e-05
-1.08602664836324e-05,1.55268954000982e-06,1.98991830590268e-05
-1.08602664508692e-05,1.55268952618791e-06,1.98991830592514e-05
-1.08602664216353e-05,1.55268951806353e-06,1.98991831520904e-05
-1.08602664002862e-05,1.55268951426665e-06,1.98991831523336e-05
-1.08602663969453e-05,1.55268949816271e-06,1.98991831523375e-05
-1.08602663813785e-05,1.55268947987211e-06,1.9899183301807e-05
-1.08602663586529e-05,1.55268947984949e-06,1.98991833021026e-05
-1.08602663555714e-05,1.5526894725486e-06,1.98991833022114e-05
-1.0860266328066e-05,1.55268946229787e-06,1.98991833022948e-05
-1.08602663066069e-05,1.55268947492755e-06,1.98991834059771e-05
-1.08602662912569e-05,1.55268947936229e-06,1.98991834061275e-05
-1.08602662614745e-05,1.55268948214504e-06,1.98991834062872e-05
-1.08602662442453e-05,1.55268948870727e-06,1.98991835748334e-05
-1.08602662229776e-05,1.5526894747822e-06,1.98991835749759e-05
-1.0860266172522e-05,1.5526894669139e-06,1.98991837559072e-05
-1.08602661269956e-05,1.5526894755871e-06,1.98991837563772e-05
-1.08602661009854e-05,1.55268948563316e-06,1.98991837565465e-05
-1.08602660746619e-05,1.55268947892818e-06,1.98991837566347e-05
-1.08602660581373e-05,1.55268948040082e-06,1.98991838890484e-05
-1.08602660588395e-05,1.55268950740321e-06,1.98991838891075e-05
-1.08602660685262e-05,1.55268951960625e-06,1.9899184089432e-05
-1.08602660625343e-05,1.55268951387119e-06,1.98991840894716e-05
-1.08602660430172e-05,1.55268950928135e-06,1.98991840895658e-05
-1.08602660155416e-05,1.55268950873241e-06,1.98991842738495e-05
-1.08602659954902e-05,1.55268948754117e-06,1.98991842739664e-05
-1.08602659749216e-05,1.55268947733113e-06,1.98991842740552e-05
-1.08602659504857e-05,1.55268949003325e-06,1.98991842741397e-05
-1.08602659176474e-05,1.55268949643057e-06,1.98991844326551e-05
-1.08602658919891e-05,1.55268950639055e-06,1.98991844328629e-05
-1.08602658742355e-05,1.55268951006761e-06,1.98991844329471e-05
-1.0860265852506e-05,1.55268950630718e-06,1.98991845046765e-05
-1.08602658311936e-05,1.5526895060952e-06,1.9899184504842e-05
-1.08602657872655e-05,1.55268951533873e-06,1.98991845050575e-05
-1.08602657425652e-05,1.55268954583588e-06,1.98991845802749e-05
-1.08602657148887e-05,1.55268957464105e-06,1.98991845805437e-05
-1.08602657021295e-05,1.55268959200146e-06,1.9899184563517e-05
-1.08602656746442e-05,1.55268958678036e-06,1.98991845637466e-05
-1.08602656535551e-05,1.55268959591252e-06,1.9899184563871e-05
-1.08602656490217e-05,1.55268963322967e-06,1.98991846838518e-05
-1.08602656413266e-05,1.55268965390435e-06,1.9899184683953e-05
-1.08602656380868e-05,1.5526896559342e-06,1.98991846839708e-05
